,Message,Timestamp,Value,Geometry
204,loading start,2019-03-13 10:51:11.187326,0.0,POINT (4.18055556 52.18664444)
205,loading stop,2019-03-13 11:46:44.520660,5000.0,POINT (4.18055556 52.18664444)
206,sailing filled start,2019-03-13 11:46:44.520660,5000.0,POINT (4.18055556 52.18664444)
207,sailing filled stop,2019-03-13 12:21:39.686418,5000.0,POINT (4.25222222 52.11428333)
208,sailing filled start,2019-03-13 12:21:39.686418,5000.0,POINT (4.25222222 52.11428333)
209,sailing filled stop,2019-03-13 12:21:39.686418,5000.0,POINT (4.25222222 52.11428333)
210,unloading start,2019-03-13 12:21:39.686418,5000.0,POINT (4.25222222 52.11428333)
211,unloading stop,2019-03-13 13:17:13.019751,0.0,POINT (4.25222222 52.11428333)
212,sailing empty start,2019-03-13 13:17:13.019751,0.0,POINT (4.25222222 52.11428333)
213,sailing empty stop,2019-03-13 13:48:38.668934,0.0,POINT (4.18055556 52.18664444)
214,sailing empty start,2019-03-13 13:48:38.668934,0.0,POINT (4.18055556 52.18664444)
215,sailing empty stop,2019-03-13 13:48:38.668934,0.0,POINT (4.18055556 52.18664444)
216,loading start,2019-03-13 13:48:38.668934,0.0,POINT (4.18055556 52.18664444)
217,loading stop,2019-03-13 14:44:12.002267,5000.0,POINT (4.18055556 52.18664444)
218,sailing filled start,2019-03-13 14:44:12.002267,5000.0,POINT (4.18055556 52.18664444)
219,sailing filled stop,2019-03-13 15:19:07.168025,5000.0,POINT (4.25222222 52.11428333)
220,sailing filled start,2019-03-13 15:19:07.168025,5000.0,POINT (4.25222222 52.11428333)
221,sailing filled stop,2019-03-13 15:19:07.168025,5000.0,POINT (4.25222222 52.11428333)
222,unloading start,2019-03-13 15:19:07.168025,5000.0,POINT (4.25222222 52.11428333)
223,unloading stop,2019-03-13 16:14:40.501359,0.0,POINT (4.25222222 52.11428333)
224,sailing empty start,2019-03-13 16:14:40.501359,0.0,POINT (4.25222222 52.11428333)
225,sailing empty stop,2019-03-13 16:46:06.150541,0.0,POINT (4.18055556 52.18664444)
226,sailing empty start,2019-03-13 16:46:06.150541,0.0,POINT (4.18055556 52.18664444)
227,sailing empty stop,2019-03-13 16:46:06.150541,0.0,POINT (4.18055556 52.18664444)
228,loading start,2019-03-13 16:46:06.150541,0.0,POINT (4.18055556 52.18664444)
229,loading stop,2019-03-13 17:41:39.483875,5000.0,POINT (4.18055556 52.18664444)
230,sailing filled start,2019-03-13 17:41:39.483875,5000.0,POINT (4.18055556 52.18664444)
231,sailing filled stop,2019-03-13 18:16:34.649633,5000.0,POINT (4.25222222 52.11428333)
232,sailing filled start,2019-03-13 18:16:34.649633,5000.0,POINT (4.25222222 52.11428333)
233,sailing filled stop,2019-03-13 18:16:34.649633,5000.0,POINT (4.25222222 52.11428333)
234,unloading start,2019-03-13 18:16:34.649633,5000.0,POINT (4.25222222 52.11428333)
235,unloading stop,2019-03-13 19:12:07.982966,0.0,POINT (4.25222222 52.11428333)
236,sailing empty start,2019-03-13 19:12:07.982966,0.0,POINT (4.25222222 52.11428333)
237,sailing empty stop,2019-03-13 19:43:33.632149,0.0,POINT (4.18055556 52.18664444)
238,sailing empty start,2019-03-13 19:43:33.632149,0.0,POINT (4.18055556 52.18664444)
239,sailing empty stop,2019-03-13 19:43:33.632149,0.0,POINT (4.18055556 52.18664444)
240,loading start,2019-03-13 19:43:33.632149,0.0,POINT (4.18055556 52.18664444)
241,loading stop,2019-03-13 20:39:06.965482,5000.0,POINT (4.18055556 52.18664444)
242,sailing filled start,2019-03-13 20:39:06.965482,5000.0,POINT (4.18055556 52.18664444)
243,sailing filled stop,2019-03-13 21:14:02.131240,5000.0,POINT (4.25222222 52.11428333)
244,sailing filled start,2019-03-13 21:14:02.131240,5000.0,POINT (4.25222222 52.11428333)
245,sailing filled stop,2019-03-13 21:14:02.131240,5000.0,POINT (4.25222222 52.11428333)
246,unloading start,2019-03-13 21:14:02.131240,5000.0,POINT (4.25222222 52.11428333)
247,unloading stop,2019-03-13 22:09:35.464574,0.0,POINT (4.25222222 52.11428333)
248,sailing empty start,2019-03-13 22:09:35.464574,0.0,POINT (4.25222222 52.11428333)
249,sailing empty stop,2019-03-13 22:41:01.113756,0.0,POINT (4.18055556 52.18664444)
250,sailing empty start,2019-03-13 22:41:01.113756,0.0,POINT (4.18055556 52.18664444)
251,sailing empty stop,2019-03-13 22:41:01.113756,0.0,POINT (4.18055556 52.18664444)
252,loading start,2019-03-13 22:41:01.113756,0.0,POINT (4.18055556 52.18664444)
253,loading stop,2019-03-13 23:36:34.447089,5000.0,POINT (4.18055556 52.18664444)
254,sailing filled start,2019-03-13 23:36:34.447089,5000.0,POINT (4.18055556 52.18664444)
255,sailing filled stop,2019-03-14 00:11:29.612848,5000.0,POINT (4.25222222 52.11428333)
256,sailing filled start,2019-03-14 00:11:29.612848,5000.0,POINT (4.25222222 52.11428333)
257,sailing filled stop,2019-03-14 00:11:29.612848,5000.0,POINT (4.25222222 52.11428333)
258,unloading start,2019-03-14 00:11:29.612848,5000.0,POINT (4.25222222 52.11428333)
259,unloading stop,2019-03-14 01:07:02.946181,0.0,POINT (4.25222222 52.11428333)
260,sailing empty start,2019-03-14 01:07:02.946181,0.0,POINT (4.25222222 52.11428333)
261,sailing empty stop,2019-03-14 01:38:28.595364,0.0,POINT (4.18055556 52.18664444)
262,sailing empty start,2019-03-14 01:38:28.595364,0.0,POINT (4.18055556 52.18664444)
263,sailing empty stop,2019-03-14 01:38:28.595364,0.0,POINT (4.18055556 52.18664444)
264,loading start,2019-03-14 01:38:28.595364,0.0,POINT (4.18055556 52.18664444)
265,loading stop,2019-03-14 02:34:01.928697,5000.0,POINT (4.18055556 52.18664444)
266,sailing filled start,2019-03-14 02:34:01.928697,5000.0,POINT (4.18055556 52.18664444)
267,sailing filled stop,2019-03-14 03:08:57.094455,5000.0,POINT (4.25222222 52.11428333)
268,sailing filled start,2019-03-14 03:08:57.094455,5000.0,POINT (4.25222222 52.11428333)
269,sailing filled stop,2019-03-14 03:08:57.094455,5000.0,POINT (4.25222222 52.11428333)
270,unloading start,2019-03-14 03:08:57.094455,5000.0,POINT (4.25222222 52.11428333)
271,unloading stop,2019-03-14 04:04:30.427788,0.0,POINT (4.25222222 52.11428333)
272,sailing empty start,2019-03-14 04:04:30.427788,0.0,POINT (4.25222222 52.11428333)
273,sailing empty stop,2019-03-14 04:35:56.076971,0.0,POINT (4.18055556 52.18664444)
274,sailing empty start,2019-03-14 04:35:56.076971,0.0,POINT (4.18055556 52.18664444)
275,sailing empty stop,2019-03-14 04:35:56.076971,0.0,POINT (4.18055556 52.18664444)
276,loading start,2019-03-14 04:35:56.076971,0.0,POINT (4.18055556 52.18664444)
277,loading stop,2019-03-14 05:31:29.410304,5000.0,POINT (4.18055556 52.18664444)
278,sailing filled start,2019-03-14 05:31:29.410304,5000.0,POINT (4.18055556 52.18664444)
279,sailing filled stop,2019-03-14 06:06:24.576063,5000.0,POINT (4.25222222 52.11428333)
280,sailing filled start,2019-03-14 06:06:24.576063,5000.0,POINT (4.25222222 52.11428333)
281,sailing filled stop,2019-03-14 06:06:24.576063,5000.0,POINT (4.25222222 52.11428333)
282,unloading start,2019-03-14 06:06:24.576063,5000.0,POINT (4.25222222 52.11428333)
283,unloading stop,2019-03-14 07:01:57.909396,0.0,POINT (4.25222222 52.11428333)
284,sailing empty start,2019-03-14 07:01:57.909396,0.0,POINT (4.25222222 52.11428333)
285,sailing empty stop,2019-03-14 07:33:23.558578,0.0,POINT (4.18055556 52.18664444)
286,sailing empty start,2019-03-14 07:33:23.558578,0.0,POINT (4.18055556 52.18664444)
287,sailing empty stop,2019-03-14 07:33:23.558578,0.0,POINT (4.18055556 52.18664444)
288,loading start,2019-03-14 07:33:23.558578,0.0,POINT (4.18055556 52.18664444)
289,loading stop,2019-03-14 08:28:56.891912,5000.0,POINT (4.18055556 52.18664444)
290,sailing filled start,2019-03-14 08:28:56.891912,5000.0,POINT (4.18055556 52.18664444)
291,sailing filled stop,2019-03-14 09:03:52.057670,5000.0,POINT (4.25222222 52.11428333)
292,sailing filled start,2019-03-14 09:03:52.057670,5000.0,POINT (4.25222222 52.11428333)
293,sailing filled stop,2019-03-14 09:03:52.057670,5000.0,POINT (4.25222222 52.11428333)
294,unloading start,2019-03-14 09:03:52.057670,5000.0,POINT (4.25222222 52.11428333)
295,unloading stop,2019-03-14 09:59:25.391003,0.0,POINT (4.25222222 52.11428333)
296,sailing empty start,2019-03-14 09:59:25.391003,0.0,POINT (4.25222222 52.11428333)
297,sailing empty stop,2019-03-14 10:30:51.040186,0.0,POINT (4.18055556 52.18664444)
298,sailing empty start,2019-03-14 10:30:51.040186,0.0,POINT (4.18055556 52.18664444)
299,sailing empty stop,2019-03-14 10:30:51.040186,0.0,POINT (4.18055556 52.18664444)
300,loading start,2019-03-14 10:30:51.040186,0.0,POINT (4.18055556 52.18664444)
301,loading stop,2019-03-14 11:26:24.373519,5000.0,POINT (4.18055556 52.18664444)
302,sailing filled start,2019-03-14 11:26:24.373519,5000.0,POINT (4.18055556 52.18664444)
303,sailing filled stop,2019-03-14 12:01:19.539278,5000.0,POINT (4.25222222 52.11428333)
304,sailing filled start,2019-03-14 12:01:19.539278,5000.0,POINT (4.25222222 52.11428333)
305,sailing filled stop,2019-03-14 12:01:19.539278,5000.0,POINT (4.25222222 52.11428333)
306,unloading start,2019-03-14 12:01:19.539278,5000.0,POINT (4.25222222 52.11428333)
307,unloading stop,2019-03-14 12:56:52.872611,0.0,POINT (4.25222222 52.11428333)
308,sailing empty start,2019-03-14 12:56:52.872611,0.0,POINT (4.25222222 52.11428333)
309,sailing empty stop,2019-03-14 13:28:18.521793,0.0,POINT (4.18055556 52.18664444)
310,sailing empty start,2019-03-14 13:28:18.521793,0.0,POINT (4.18055556 52.18664444)
311,sailing empty stop,2019-03-14 13:28:18.521793,0.0,POINT (4.18055556 52.18664444)
312,loading start,2019-03-14 13:28:18.521793,0.0,POINT (4.18055556 52.18664444)
313,loading stop,2019-03-14 14:23:51.855127,5000.0,POINT (4.18055556 52.18664444)
314,sailing filled start,2019-03-14 14:23:51.855127,5000.0,POINT (4.18055556 52.18664444)
315,sailing filled stop,2019-03-14 14:58:47.020885,5000.0,POINT (4.25222222 52.11428333)
316,sailing filled start,2019-03-14 14:58:47.020885,5000.0,POINT (4.25222222 52.11428333)
317,sailing filled stop,2019-03-14 14:58:47.020885,5000.0,POINT (4.25222222 52.11428333)
318,unloading start,2019-03-14 14:58:47.020885,5000.0,POINT (4.25222222 52.11428333)
319,unloading stop,2019-03-14 15:54:20.354218,0.0,POINT (4.25222222 52.11428333)
320,sailing empty start,2019-03-14 15:54:20.354218,0.0,POINT (4.25222222 52.11428333)
321,sailing empty stop,2019-03-14 16:25:46.003401,0.0,POINT (4.18055556 52.18664444)
322,sailing empty start,2019-03-14 16:25:46.003401,0.0,POINT (4.18055556 52.18664444)
323,sailing empty stop,2019-03-14 16:25:46.003401,0.0,POINT (4.18055556 52.18664444)
324,loading start,2019-03-14 16:25:46.003401,0.0,POINT (4.18055556 52.18664444)
325,loading stop,2019-03-14 17:21:19.336734,5000.0,POINT (4.18055556 52.18664444)
326,sailing filled start,2019-03-14 17:21:19.336734,5000.0,POINT (4.18055556 52.18664444)
327,sailing filled stop,2019-03-14 17:56:14.502492,5000.0,POINT (4.25222222 52.11428333)
328,sailing filled start,2019-03-14 17:56:14.502492,5000.0,POINT (4.25222222 52.11428333)
329,sailing filled stop,2019-03-14 17:56:14.502492,5000.0,POINT (4.25222222 52.11428333)
330,unloading start,2019-03-14 17:56:14.502492,5000.0,POINT (4.25222222 52.11428333)
331,unloading stop,2019-03-14 18:51:47.835826,0.0,POINT (4.25222222 52.11428333)
332,sailing empty start,2019-03-14 18:51:47.835826,0.0,POINT (4.25222222 52.11428333)
333,sailing empty stop,2019-03-14 19:23:13.485008,0.0,POINT (4.18055556 52.18664444)
334,sailing empty start,2019-03-14 19:23:13.485008,0.0,POINT (4.18055556 52.18664444)
335,sailing empty stop,2019-03-14 19:23:13.485008,0.0,POINT (4.18055556 52.18664444)
336,loading start,2019-03-14 19:23:13.485008,0.0,POINT (4.18055556 52.18664444)
337,loading stop,2019-03-14 20:18:46.818341,5000.0,POINT (4.18055556 52.18664444)
338,sailing filled start,2019-03-14 20:18:46.818341,5000.0,POINT (4.18055556 52.18664444)
339,sailing filled stop,2019-03-14 20:53:41.984100,5000.0,POINT (4.25222222 52.11428333)
340,sailing filled start,2019-03-14 20:53:41.984100,5000.0,POINT (4.25222222 52.11428333)
341,sailing filled stop,2019-03-14 20:53:41.984100,5000.0,POINT (4.25222222 52.11428333)
342,unloading start,2019-03-14 20:53:41.984100,5000.0,POINT (4.25222222 52.11428333)
343,unloading stop,2019-03-14 21:49:15.317433,0.0,POINT (4.25222222 52.11428333)
344,sailing empty start,2019-03-14 21:49:15.317433,0.0,POINT (4.25222222 52.11428333)
345,sailing empty stop,2019-03-14 22:20:40.966616,0.0,POINT (4.18055556 52.18664444)
346,sailing empty start,2019-03-14 22:20:40.966616,0.0,POINT (4.18055556 52.18664444)
347,sailing empty stop,2019-03-14 22:20:40.966616,0.0,POINT (4.18055556 52.18664444)
348,loading start,2019-03-14 22:20:40.966616,0.0,POINT (4.18055556 52.18664444)
349,loading stop,2019-03-14 23:16:14.299949,5000.0,POINT (4.18055556 52.18664444)
350,sailing filled start,2019-03-14 23:16:14.299949,5000.0,POINT (4.18055556 52.18664444)
351,sailing filled stop,2019-03-14 23:51:09.465707,5000.0,POINT (4.25222222 52.11428333)
352,sailing filled start,2019-03-14 23:51:09.465707,5000.0,POINT (4.25222222 52.11428333)
353,sailing filled stop,2019-03-14 23:51:09.465707,5000.0,POINT (4.25222222 52.11428333)
354,unloading start,2019-03-14 23:51:09.465707,5000.0,POINT (4.25222222 52.11428333)
355,unloading stop,2019-03-15 00:46:42.799041,0.0,POINT (4.25222222 52.11428333)
356,sailing empty start,2019-03-15 00:46:42.799041,0.0,POINT (4.25222222 52.11428333)
357,sailing empty stop,2019-03-15 01:18:08.448223,0.0,POINT (4.18055556 52.18664444)
358,sailing empty start,2019-03-15 01:18:08.448223,0.0,POINT (4.18055556 52.18664444)
359,sailing empty stop,2019-03-15 01:18:08.448223,0.0,POINT (4.18055556 52.18664444)
360,loading start,2019-03-15 01:18:08.448223,0.0,POINT (4.18055556 52.18664444)
361,loading stop,2019-03-15 02:13:41.781556,5000.0,POINT (4.18055556 52.18664444)
362,sailing filled start,2019-03-15 02:13:41.781556,5000.0,POINT (4.18055556 52.18664444)
363,sailing filled stop,2019-03-15 02:48:36.947315,5000.0,POINT (4.25222222 52.11428333)
364,sailing filled start,2019-03-15 02:48:36.947315,5000.0,POINT (4.25222222 52.11428333)
365,sailing filled stop,2019-03-15 02:48:36.947315,5000.0,POINT (4.25222222 52.11428333)
366,unloading start,2019-03-15 02:48:36.947315,5000.0,POINT (4.25222222 52.11428333)
367,unloading stop,2019-03-15 03:44:10.280648,0.0,POINT (4.25222222 52.11428333)
368,sailing empty start,2019-03-15 03:44:10.280648,0.0,POINT (4.25222222 52.11428333)
369,sailing empty stop,2019-03-15 04:15:35.929831,0.0,POINT (4.18055556 52.18664444)
370,sailing empty start,2019-03-15 04:15:35.929831,0.0,POINT (4.18055556 52.18664444)
371,sailing empty stop,2019-03-15 04:15:35.929831,0.0,POINT (4.18055556 52.18664444)
372,loading start,2019-03-15 04:15:35.929831,0.0,POINT (4.18055556 52.18664444)
373,loading stop,2019-03-15 05:11:09.263164,5000.0,POINT (4.18055556 52.18664444)
374,sailing filled start,2019-03-15 05:11:09.263164,5000.0,POINT (4.18055556 52.18664444)
375,sailing filled stop,2019-03-15 05:46:04.428922,5000.0,POINT (4.25222222 52.11428333)
376,sailing filled start,2019-03-15 05:46:04.428922,5000.0,POINT (4.25222222 52.11428333)
377,sailing filled stop,2019-03-15 05:46:04.428922,5000.0,POINT (4.25222222 52.11428333)
378,unloading start,2019-03-15 05:46:04.428922,5000.0,POINT (4.25222222 52.11428333)
379,unloading stop,2019-03-15 06:41:37.762255,0.0,POINT (4.25222222 52.11428333)
380,sailing empty start,2019-03-15 06:41:37.762255,0.0,POINT (4.25222222 52.11428333)
381,sailing empty stop,2019-03-15 07:13:03.411438,0.0,POINT (4.18055556 52.18664444)
382,sailing empty start,2019-03-15 07:13:03.411438,0.0,POINT (4.18055556 52.18664444)
383,sailing empty stop,2019-03-15 07:13:03.411438,0.0,POINT (4.18055556 52.18664444)
384,loading start,2019-03-15 07:13:03.411438,0.0,POINT (4.18055556 52.18664444)
385,loading stop,2019-03-15 08:08:36.744771,5000.0,POINT (4.18055556 52.18664444)
386,sailing filled start,2019-03-15 08:08:36.744771,5000.0,POINT (4.18055556 52.18664444)
387,sailing filled stop,2019-03-15 08:43:31.910530,5000.0,POINT (4.25222222 52.11428333)
388,sailing filled start,2019-03-15 08:43:31.910530,5000.0,POINT (4.25222222 52.11428333)
389,sailing filled stop,2019-03-15 08:43:31.910530,5000.0,POINT (4.25222222 52.11428333)
390,unloading start,2019-03-15 08:43:31.910530,5000.0,POINT (4.25222222 52.11428333)
391,unloading stop,2019-03-15 09:39:05.243863,0.0,POINT (4.25222222 52.11428333)
392,sailing empty start,2019-03-15 09:39:05.243863,0.0,POINT (4.25222222 52.11428333)
393,sailing empty stop,2019-03-15 10:10:30.893045,0.0,POINT (4.18055556 52.18664444)
394,sailing empty start,2019-03-15 10:10:30.893045,0.0,POINT (4.18055556 52.18664444)
395,sailing empty stop,2019-03-15 10:10:30.893045,0.0,POINT (4.18055556 52.18664444)
396,loading start,2019-03-15 10:10:30.893045,0.0,POINT (4.18055556 52.18664444)
397,loading stop,2019-03-15 11:06:04.226379,5000.0,POINT (4.18055556 52.18664444)
398,sailing filled start,2019-03-15 11:06:04.226379,5000.0,POINT (4.18055556 52.18664444)
399,sailing filled stop,2019-03-15 11:40:59.392137,5000.0,POINT (4.25222222 52.11428333)
400,sailing filled start,2019-03-15 11:40:59.392137,5000.0,POINT (4.25222222 52.11428333)
401,sailing filled stop,2019-03-15 11:40:59.392137,5000.0,POINT (4.25222222 52.11428333)
402,unloading start,2019-03-15 11:40:59.392137,5000.0,POINT (4.25222222 52.11428333)
403,unloading stop,2019-03-15 12:36:32.725470,0.0,POINT (4.25222222 52.11428333)
404,sailing empty start,2019-03-15 12:36:32.725470,0.0,POINT (4.25222222 52.11428333)
405,sailing empty stop,2019-03-15 13:07:58.374653,0.0,POINT (4.18055556 52.18664444)
406,sailing empty start,2019-03-15 13:07:58.374653,0.0,POINT (4.18055556 52.18664444)
407,sailing empty stop,2019-03-15 13:07:58.374653,0.0,POINT (4.18055556 52.18664444)
408,loading start,2019-03-15 13:07:58.374653,0.0,POINT (4.18055556 52.18664444)
409,loading stop,2019-03-15 14:03:31.707986,5000.0,POINT (4.18055556 52.18664444)
410,sailing filled start,2019-03-15 14:03:31.707986,5000.0,POINT (4.18055556 52.18664444)
411,sailing filled stop,2019-03-15 14:38:26.873744,5000.0,POINT (4.25222222 52.11428333)
412,sailing filled start,2019-03-15 14:38:26.873744,5000.0,POINT (4.25222222 52.11428333)
413,sailing filled stop,2019-03-15 14:38:26.873744,5000.0,POINT (4.25222222 52.11428333)
414,unloading start,2019-03-15 14:38:26.873744,5000.0,POINT (4.25222222 52.11428333)
415,unloading stop,2019-03-15 15:34:00.207078,0.0,POINT (4.25222222 52.11428333)
416,sailing empty start,2019-03-15 15:34:00.207078,0.0,POINT (4.25222222 52.11428333)
417,sailing empty stop,2019-03-15 16:05:25.856260,0.0,POINT (4.18055556 52.18664444)
418,sailing empty start,2019-03-15 16:05:25.856260,0.0,POINT (4.18055556 52.18664444)
419,sailing empty stop,2019-03-15 16:05:25.856260,0.0,POINT (4.18055556 52.18664444)
420,loading start,2019-03-15 16:05:25.856260,0.0,POINT (4.18055556 52.18664444)
421,loading stop,2019-03-15 17:00:59.189594,5000.0,POINT (4.18055556 52.18664444)
422,sailing filled start,2019-03-15 17:00:59.189594,5000.0,POINT (4.18055556 52.18664444)
423,sailing filled stop,2019-03-15 17:35:54.355352,5000.0,POINT (4.25222222 52.11428333)
424,sailing filled start,2019-03-15 17:35:54.355352,5000.0,POINT (4.25222222 52.11428333)
425,sailing filled stop,2019-03-15 17:35:54.355352,5000.0,POINT (4.25222222 52.11428333)
426,unloading start,2019-03-15 17:35:54.355352,5000.0,POINT (4.25222222 52.11428333)
427,unloading stop,2019-03-15 18:31:27.688685,0.0,POINT (4.25222222 52.11428333)
428,sailing empty start,2019-03-15 18:31:27.688685,0.0,POINT (4.25222222 52.11428333)
429,sailing empty stop,2019-03-15 19:02:53.337868,0.0,POINT (4.18055556 52.18664444)
430,sailing empty start,2019-03-15 19:02:53.337868,0.0,POINT (4.18055556 52.18664444)
431,sailing empty stop,2019-03-15 19:02:53.337868,0.0,POINT (4.18055556 52.18664444)
432,loading start,2019-03-15 19:02:53.337868,0.0,POINT (4.18055556 52.18664444)
433,loading stop,2019-03-15 19:58:26.671201,5000.0,POINT (4.18055556 52.18664444)
434,sailing filled start,2019-03-15 19:58:26.671201,5000.0,POINT (4.18055556 52.18664444)
435,sailing filled stop,2019-03-15 20:33:21.836959,5000.0,POINT (4.25222222 52.11428333)
436,sailing filled start,2019-03-15 20:33:21.836959,5000.0,POINT (4.25222222 52.11428333)
437,sailing filled stop,2019-03-15 20:33:21.836959,5000.0,POINT (4.25222222 52.11428333)
438,unloading start,2019-03-15 20:33:21.836959,5000.0,POINT (4.25222222 52.11428333)
439,unloading stop,2019-03-15 21:28:55.170293,0.0,POINT (4.25222222 52.11428333)
440,sailing empty start,2019-03-15 21:28:55.170293,0.0,POINT (4.25222222 52.11428333)
441,sailing empty stop,2019-03-15 22:00:20.819475,0.0,POINT (4.18055556 52.18664444)
442,sailing empty start,2019-03-15 22:00:20.819475,0.0,POINT (4.18055556 52.18664444)
443,sailing empty stop,2019-03-15 22:00:20.819475,0.0,POINT (4.18055556 52.18664444)
444,loading start,2019-03-15 22:00:20.819475,0.0,POINT (4.18055556 52.18664444)
445,loading stop,2019-03-15 22:55:54.152808,5000.0,POINT (4.18055556 52.18664444)
446,sailing filled start,2019-03-15 22:55:54.152808,5000.0,POINT (4.18055556 52.18664444)
447,sailing filled stop,2019-03-15 23:30:49.318567,5000.0,POINT (4.25222222 52.11428333)
448,sailing filled start,2019-03-15 23:30:49.318567,5000.0,POINT (4.25222222 52.11428333)
449,sailing filled stop,2019-03-15 23:30:49.318567,5000.0,POINT (4.25222222 52.11428333)
450,unloading start,2019-03-15 23:30:49.318567,5000.0,POINT (4.25222222 52.11428333)
451,unloading stop,2019-03-16 00:26:22.651900,0.0,POINT (4.25222222 52.11428333)
452,sailing empty start,2019-03-16 00:26:22.651900,0.0,POINT (4.25222222 52.11428333)
453,sailing empty stop,2019-03-16 00:57:48.301083,0.0,POINT (4.18055556 52.18664444)
454,sailing empty start,2019-03-16 00:57:48.301083,0.0,POINT (4.18055556 52.18664444)
455,sailing empty stop,2019-03-16 00:57:48.301083,0.0,POINT (4.18055556 52.18664444)
456,loading start,2019-03-16 00:57:48.301083,0.0,POINT (4.18055556 52.18664444)
457,loading stop,2019-03-16 01:53:21.634416,5000.0,POINT (4.18055556 52.18664444)
458,sailing filled start,2019-03-16 01:53:21.634416,5000.0,POINT (4.18055556 52.18664444)
459,sailing filled stop,2019-03-16 02:28:16.800174,5000.0,POINT (4.25222222 52.11428333)
460,sailing filled start,2019-03-16 02:28:16.800174,5000.0,POINT (4.25222222 52.11428333)
461,sailing filled stop,2019-03-16 02:28:16.800174,5000.0,POINT (4.25222222 52.11428333)
462,unloading start,2019-03-16 02:28:16.800174,5000.0,POINT (4.25222222 52.11428333)
463,unloading stop,2019-03-16 03:23:50.133507,0.0,POINT (4.25222222 52.11428333)
464,sailing empty start,2019-03-16 03:23:50.133507,0.0,POINT (4.25222222 52.11428333)
465,sailing empty stop,2019-03-16 03:55:15.782690,0.0,POINT (4.18055556 52.18664444)
466,sailing empty start,2019-03-16 03:55:15.782690,0.0,POINT (4.18055556 52.18664444)
467,sailing empty stop,2019-03-16 03:55:15.782690,0.0,POINT (4.18055556 52.18664444)
468,loading start,2019-03-16 03:55:15.782690,0.0,POINT (4.18055556 52.18664444)
469,loading stop,2019-03-16 04:50:49.116023,5000.0,POINT (4.18055556 52.18664444)
470,sailing filled start,2019-03-16 04:50:49.116023,5000.0,POINT (4.18055556 52.18664444)
471,sailing filled stop,2019-03-16 05:25:44.281782,5000.0,POINT (4.25222222 52.11428333)
472,sailing filled start,2019-03-16 05:25:44.281782,5000.0,POINT (4.25222222 52.11428333)
473,sailing filled stop,2019-03-16 05:25:44.281782,5000.0,POINT (4.25222222 52.11428333)
474,unloading start,2019-03-16 05:25:44.281782,5000.0,POINT (4.25222222 52.11428333)
475,unloading stop,2019-03-16 06:21:17.615115,0.0,POINT (4.25222222 52.11428333)
476,sailing empty start,2019-03-16 06:21:17.615115,0.0,POINT (4.25222222 52.11428333)
477,sailing empty stop,2019-03-16 06:52:43.264297,0.0,POINT (4.18055556 52.18664444)
478,sailing empty start,2019-03-16 06:52:43.264297,0.0,POINT (4.18055556 52.18664444)
479,sailing empty stop,2019-03-16 06:52:43.264297,0.0,POINT (4.18055556 52.18664444)
480,loading start,2019-03-16 06:52:43.264297,0.0,POINT (4.18055556 52.18664444)
481,loading stop,2019-03-16 07:48:16.597631,5000.0,POINT (4.18055556 52.18664444)
482,sailing filled start,2019-03-16 07:48:16.597631,5000.0,POINT (4.18055556 52.18664444)
483,sailing filled stop,2019-03-16 08:23:11.763389,5000.0,POINT (4.25222222 52.11428333)
484,sailing filled start,2019-03-16 08:23:11.763389,5000.0,POINT (4.25222222 52.11428333)
485,sailing filled stop,2019-03-16 08:23:11.763389,5000.0,POINT (4.25222222 52.11428333)
486,unloading start,2019-03-16 08:23:11.763389,5000.0,POINT (4.25222222 52.11428333)
487,unloading stop,2019-03-16 09:18:45.096722,0.0,POINT (4.25222222 52.11428333)
488,sailing empty start,2019-03-16 09:18:45.096722,0.0,POINT (4.25222222 52.11428333)
489,sailing empty stop,2019-03-16 09:50:10.745905,0.0,POINT (4.18055556 52.18664444)
490,sailing empty start,2019-03-16 09:50:10.745905,0.0,POINT (4.18055556 52.18664444)
491,sailing empty stop,2019-03-16 09:50:10.745905,0.0,POINT (4.18055556 52.18664444)
492,loading start,2019-03-16 09:50:10.745905,0.0,POINT (4.18055556 52.18664444)
493,loading stop,2019-03-16 10:45:44.079238,5000.0,POINT (4.18055556 52.18664444)
494,sailing filled start,2019-03-16 10:45:44.079238,5000.0,POINT (4.18055556 52.18664444)
495,sailing filled stop,2019-03-16 11:20:39.244997,5000.0,POINT (4.25222222 52.11428333)
496,sailing filled start,2019-03-16 11:20:39.244997,5000.0,POINT (4.25222222 52.11428333)
497,sailing filled stop,2019-03-16 11:20:39.244997,5000.0,POINT (4.25222222 52.11428333)
498,unloading start,2019-03-16 11:20:39.244997,5000.0,POINT (4.25222222 52.11428333)
499,unloading stop,2019-03-16 12:16:12.578330,0.0,POINT (4.25222222 52.11428333)
500,sailing empty start,2019-03-16 12:16:12.578330,0.0,POINT (4.25222222 52.11428333)
501,sailing empty stop,2019-03-16 12:47:38.227512,0.0,POINT (4.18055556 52.18664444)
502,sailing empty start,2019-03-16 12:47:38.227512,0.0,POINT (4.18055556 52.18664444)
503,sailing empty stop,2019-03-16 12:47:38.227512,0.0,POINT (4.18055556 52.18664444)
504,loading start,2019-03-16 12:47:38.227512,0.0,POINT (4.18055556 52.18664444)
505,loading stop,2019-03-16 13:43:11.560846,5000.0,POINT (4.18055556 52.18664444)
