,Message,Timestamp,Value,Geometry
192,loading start,2019-03-13 07:53:43.705719,0.0,POINT (4.18055556 52.18664444)
193,loading stop,2019-03-13 08:49:17.039052,5000.0,POINT (4.18055556 52.18664444)
194,sailing filled start,2019-03-13 08:49:17.039052,5000.0,POINT (4.18055556 52.18664444)
195,sailing filled stop,2019-03-13 09:24:12.204811,5000.0,POINT (4.25222222 52.11428333)
196,sailing filled start,2019-03-13 09:24:12.204811,5000.0,POINT (4.25222222 52.11428333)
197,sailing filled stop,2019-03-13 09:24:12.204811,5000.0,POINT (4.25222222 52.11428333)
198,unloading start,2019-03-13 09:24:12.204811,5000.0,POINT (4.25222222 52.11428333)
199,unloading stop,2019-03-13 10:19:45.538144,0.0,POINT (4.25222222 52.11428333)
200,sailing empty start,2019-03-13 10:19:45.538144,0.0,POINT (4.25222222 52.11428333)
201,sailing empty stop,2019-03-13 10:51:11.187326,0.0,POINT (4.18055556 52.18664444)
202,sailing empty start,2019-03-13 10:51:11.187326,0.0,POINT (4.18055556 52.18664444)
203,sailing empty stop,2019-03-13 10:51:11.187326,0.0,POINT (4.18055556 52.18664444)
