trip,ActivityID,ActivityName,ActivityClass,TimestampStart,TimestampStop,TimestampDt
15,7b39cdf3-9080-4771-a6b0-4cae7f9c480e,sequential_activity_subcycle:sequential_activity_subcycle Barge II,SequentialActivity,1970-01-01 12:18:23,1970-01-01 12:55:49,2246.0
1,8fe35d98-01c6-4ba4-823e-ac53aca4dc47,sailing empty: sailing empty Barge II,MoveActivity,1970-01-01 00:00:00,1970-01-01 00:37:26,2246.0
2,8fe35d98-01c6-4ba4-823e-ac53aca4dc47,sailing empty: sailing empty Barge II,MoveActivity,1970-01-01 03:12:29,1970-01-01 03:49:55,2246.0
3,8fe35d98-01c6-4ba4-823e-ac53aca4dc47,sailing empty: sailing empty Barge II,MoveActivity,1970-01-01 08:04:09,1970-01-01 08:41:35,2246.0
1,2e28c54e-639b-434f-b195-eedcab0ea4a1,loading: loading Barge II,ShiftAmountActivity,1970-01-01 01:15:57,1970-01-01 01:57:37,2500.0
2,2e28c54e-639b-434f-b195-eedcab0ea4a1,loading: loading Barge II,ShiftAmountActivity,1970-01-01 06:07:37,1970-01-01 06:49:17,2500.0
3,2e28c54e-639b-434f-b195-eedcab0ea4a1,loading: loading Barge II,ShiftAmountActivity,1970-01-01 10:59:17,1970-01-01 11:40:57,2500.0
1,17074833-91ed-44f3-8264-a405b70f363a,sailing full: sailing full Barge II,MoveActivity,1970-01-01 01:57:37,1970-01-01 02:35:03,2246.0
2,17074833-91ed-44f3-8264-a405b70f363a,sailing full: sailing full Barge II,MoveActivity,1970-01-01 06:49:17,1970-01-01 07:26:43,2246.0
3,17074833-91ed-44f3-8264-a405b70f363a,sailing full: sailing full Barge II,MoveActivity,1970-01-01 11:40:57,1970-01-01 12:18:23,2246.0
1,6ef7a3d3-6e1e-4cfc-a17c-ca48ebe690b2,unloading: unloading Barge II,ShiftAmountActivity,1970-01-01 02:35:03,1970-01-01 03:12:29,2246.0
2,6ef7a3d3-6e1e-4cfc-a17c-ca48ebe690b2,unloading: unloading Barge II,ShiftAmountActivity,1970-01-01 07:26:43,1970-01-01 08:04:09,2246.0
3,6ef7a3d3-6e1e-4cfc-a17c-ca48ebe690b2,unloading: unloading Barge II,ShiftAmountActivity,1970-01-01 12:18:23,1970-01-01 12:55:49,2246.0
1,3cad57c1-573f-4c6e-a6cd-fefc25235564,sequential_activity_subcycle:sequential_activity_subcycle Barge III,SequentialActivity,1970-01-01 00:00:00,1970-01-01 00:39:36,2376.0
2,3cad57c1-573f-4c6e-a6cd-fefc25235564,sequential_activity_subcycle:sequential_activity_subcycle Barge III,SequentialActivity,1970-01-01 00:00:00,1970-01-01 02:39:17,9557.0
3,3cad57c1-573f-4c6e-a6cd-fefc25235564,sequential_activity_subcycle:sequential_activity_subcycle Barge III,SequentialActivity,1970-01-01 00:39:36,1970-01-01 03:18:53,9557.0
4,3cad57c1-573f-4c6e-a6cd-fefc25235564,sequential_activity_subcycle:sequential_activity_subcycle Barge III,SequentialActivity,1970-01-01 02:39:17,1970-01-01 03:58:29,4752.0
5,3cad57c1-573f-4c6e-a6cd-fefc25235564,sequential_activity_subcycle:sequential_activity_subcycle Barge III,SequentialActivity,1970-01-01 03:18:53,1970-01-01 03:58:29,2376.0
6,3cad57c1-573f-4c6e-a6cd-fefc25235564,sequential_activity_subcycle:sequential_activity_subcycle Barge III,SequentialActivity,1970-01-01 03:58:29,1970-01-01 04:38:05,2376.0
7,3cad57c1-573f-4c6e-a6cd-fefc25235564,sequential_activity_subcycle:sequential_activity_subcycle Barge III,SequentialActivity,1970-01-01 03:58:29,1970-01-01 07:30:57,12748.0
8,3cad57c1-573f-4c6e-a6cd-fefc25235564,sequential_activity_subcycle:sequential_activity_subcycle Barge III,SequentialActivity,1970-01-01 04:38:05,1970-01-01 08:10:33,12748.0
9,3cad57c1-573f-4c6e-a6cd-fefc25235564,sequential_activity_subcycle:sequential_activity_subcycle Barge III,SequentialActivity,1970-01-01 07:30:57,1970-01-01 08:50:09,4752.0
10,3cad57c1-573f-4c6e-a6cd-fefc25235564,sequential_activity_subcycle:sequential_activity_subcycle Barge III,SequentialActivity,1970-01-01 08:10:33,1970-01-01 08:50:09,2376.0
11,3cad57c1-573f-4c6e-a6cd-fefc25235564,sequential_activity_subcycle:sequential_activity_subcycle Barge III,SequentialActivity,1970-01-01 08:50:09,1970-01-01 09:29:45,2376.0
12,3cad57c1-573f-4c6e-a6cd-fefc25235564,sequential_activity_subcycle:sequential_activity_subcycle Barge III,SequentialActivity,1970-01-01 08:50:09,1970-01-01 12:22:37,12748.0
13,3cad57c1-573f-4c6e-a6cd-fefc25235564,sequential_activity_subcycle:sequential_activity_subcycle Barge III,SequentialActivity,1970-01-01 09:29:45,1970-01-01 13:02:13,12748.0
14,3cad57c1-573f-4c6e-a6cd-fefc25235564,sequential_activity_subcycle:sequential_activity_subcycle Barge III,SequentialActivity,1970-01-01 12:22:37,1970-01-01 13:41:49,4752.0
15,3cad57c1-573f-4c6e-a6cd-fefc25235564,sequential_activity_subcycle:sequential_activity_subcycle Barge III,SequentialActivity,1970-01-01 13:02:13,1970-01-01 13:41:49,2376.0
1,29f641af-d9b2-41f8-b25d-9dbadde15857,sailing empty: sailing empty Barge III,MoveActivity,1970-01-01 00:00:00,1970-01-01 00:39:36,2376.0
2,29f641af-d9b2-41f8-b25d-9dbadde15857,sailing empty: sailing empty Barge III,MoveActivity,1970-01-01 03:58:29,1970-01-01 04:38:05,2376.0
3,29f641af-d9b2-41f8-b25d-9dbadde15857,sailing empty: sailing empty Barge III,MoveActivity,1970-01-01 08:50:09,1970-01-01 09:29:45,2376.0
1,22c70d82-2e97-4b6b-875b-7acff3cd617c,loading: loading Barge III,ShiftAmountActivity,1970-01-01 01:57:37,1970-01-01 02:39:17,2500.0
2,22c70d82-2e97-4b6b-875b-7acff3cd617c,loading: loading Barge III,ShiftAmountActivity,1970-01-01 06:49:17,1970-01-01 07:30:57,2500.0
3,22c70d82-2e97-4b6b-875b-7acff3cd617c,loading: loading Barge III,ShiftAmountActivity,1970-01-01 11:40:57,1970-01-01 12:22:37,2500.0
1,5d4d5efc-76af-4ce4-94f4-cd992a483dbe,sailing full: sailing full Barge III,MoveActivity,1970-01-01 02:39:17,1970-01-01 03:18:53,2376.0
2,5d4d5efc-76af-4ce4-94f4-cd992a483dbe,sailing full: sailing full Barge III,MoveActivity,1970-01-01 07:30:57,1970-01-01 08:10:33,2376.0
3,5d4d5efc-76af-4ce4-94f4-cd992a483dbe,sailing full: sailing full Barge III,MoveActivity,1970-01-01 12:22:37,1970-01-01 13:02:13,2376.0
1,5bc128d9-5ea8-467d-919b-56fa4b88f345,unloading: unloading Barge III,ShiftAmountActivity,1970-01-01 03:18:53,1970-01-01 03:58:29,2376.0
2,5bc128d9-5ea8-467d-919b-56fa4b88f345,unloading: unloading Barge III,ShiftAmountActivity,1970-01-01 08:10:33,1970-01-01 08:50:09,2376.0
3,5bc128d9-5ea8-467d-919b-56fa4b88f345,unloading: unloading Barge III,ShiftAmountActivity,1970-01-01 13:02:13,1970-01-01 13:41:49,2376.0
1,b51a25ea-b11f-4b27-94cc-8463b662ecf4,sequential_activity_subcycle:sequential_activity_subcycle Extra 1,SequentialActivity,1970-01-01 00:00:00,1970-01-01 00:49:19,2959.0
2,b51a25ea-b11f-4b27-94cc-8463b662ecf4,sequential_activity_subcycle:sequential_activity_subcycle Extra 1,SequentialActivity,1970-01-01 00:00:00,1970-01-01 05:25:57,19557.0
3,b51a25ea-b11f-4b27-94cc-8463b662ecf4,sequential_activity_subcycle:sequential_activity_subcycle Extra 1,SequentialActivity,1970-01-01 00:49:19,1970-01-01 06:15:16,19557.0
4,b51a25ea-b11f-4b27-94cc-8463b662ecf4,sequential_activity_subcycle:sequential_activity_subcycle Extra 1,SequentialActivity,1970-01-01 05:25:57,1970-01-01 07:04:35,5918.0
5,b51a25ea-b11f-4b27-94cc-8463b662ecf4,sequential_activity_subcycle:sequential_activity_subcycle Extra 1,SequentialActivity,1970-01-01 06:15:16,1970-01-01 07:04:35,2959.0
6,b51a25ea-b11f-4b27-94cc-8463b662ecf4,sequential_activity_subcycle:sequential_activity_subcycle Extra 1,SequentialActivity,1970-01-01 07:04:35,1970-01-01 07:53:54,2959.0
7,b51a25ea-b11f-4b27-94cc-8463b662ecf4,sequential_activity_subcycle:sequential_activity_subcycle Extra 1,SequentialActivity,1970-01-01 07:04:35,1970-01-01 10:59:17,14082.0
8,b51a25ea-b11f-4b27-94cc-8463b662ecf4,sequential_activity_subcycle:sequential_activity_subcycle Extra 1,SequentialActivity,1970-01-01 07:53:54,1970-01-01 11:48:36,14082.0
9,b51a25ea-b11f-4b27-94cc-8463b662ecf4,sequential_activity_subcycle:sequential_activity_subcycle Extra 1,SequentialActivity,1970-01-01 10:59:17,1970-01-01 12:37:55,5918.0
10,b51a25ea-b11f-4b27-94cc-8463b662ecf4,sequential_activity_subcycle:sequential_activity_subcycle Extra 1,SequentialActivity,1970-01-01 11:48:36,1970-01-01 12:37:55,2959.0
1,f1425c0d-990a-47b5-86e2-56d5a3423c12,sailing empty: sailing empty Extra 1,MoveActivity,1970-01-01 00:00:00,1970-01-01 00:49:19,2959.0
2,f1425c0d-990a-47b5-86e2-56d5a3423c12,sailing empty: sailing empty Extra 1,MoveActivity,1970-01-01 07:04:35,1970-01-01 07:53:54,2959.0
1,a97ac758-41d0-4c32-b782-cd6c0d14cd17,loading: loading Extra 1,ShiftAmountActivity,1970-01-01 04:44:17,1970-01-01 05:25:57,2500.0
2,a97ac758-41d0-4c32-b782-cd6c0d14cd17,loading: loading Extra 1,ShiftAmountActivity,1970-01-01 10:17:37,1970-01-01 10:59:17,2500.0
1,9fa3e0b9-6ef3-450f-b16f-e26cb73bdfd6,sailing full: sailing full Extra 1,MoveActivity,1970-01-01 05:25:57,1970-01-01 06:15:16,2959.0
2,9fa3e0b9-6ef3-450f-b16f-e26cb73bdfd6,sailing full: sailing full Extra 1,MoveActivity,1970-01-01 10:59:17,1970-01-01 11:48:36,2959.0
1,5e4d1ba0-16b6-4d3b-924d-5c9ed930026b,unloading: unloading Extra 1,ShiftAmountActivity,1970-01-01 06:15:16,1970-01-01 07:04:35,2959.0
2,5e4d1ba0-16b6-4d3b-924d-5c9ed930026b,unloading: unloading Extra 1,ShiftAmountActivity,1970-01-01 11:48:36,1970-01-01 12:37:55,2959.0
