SimulationID,ObjectID,EventID,LocationID,EnergyUseStart,EnergyUseStop,EnergyUseDuration,EnergyUse
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec411de-5a15-11e9-a081-b469212bff5b,6dbbbdf4-4589-11e9-a501-b469212bff5b,2019-04-09 19:54:15.685284,2019-04-09 20:25:41.334467,0.02182464332175926,4714122.956367448
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec2d95c-5a15-11e9-b03b-b469212bff5b,6dbbbdf4-4589-11e9-a501-b469212bff5b,2019-04-09 20:25:41.334467,2019-04-09 21:21:14.667800,0.03858024690972222,16666666.666666668
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec3759a-5a15-11e9-9505-b469212bff5b,6dbbbdf5-4589-11e9-82b2-b469212bff5b,2019-04-09 21:21:14.667800,2019-04-09 21:56:09.833559,0.024249603692129633,5237914.395963831
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec3c3c0-5a15-11e9-85f1-b469212bff5b,6dbbbdf5-4589-11e9-82b2-b469212bff5b,2019-04-09 21:56:09.833559,2019-04-09 22:51:43.166892,0.03858024690972222,16666666.666666668
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec411de-5a15-11e9-a081-b469212bff5b,6dbbbdf4-4589-11e9-a501-b469212bff5b,2019-04-09 22:51:43.166892,2019-04-09 23:23:08.816074,0.021824643310185188,4714122.956367448
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec2d95c-5a15-11e9-b03b-b469212bff5b,6dbbbdf4-4589-11e9-a501-b469212bff5b,2019-04-09 23:23:08.816074,2019-04-10 00:18:42.149408,0.038580246921296295,16666666.666666668
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec3759a-5a15-11e9-9505-b469212bff5b,6dbbbdf5-4589-11e9-82b2-b469212bff5b,2019-04-10 00:18:42.149408,2019-04-10 00:53:37.315166,0.024249603680555558,5237914.395963831
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec3c3c0-5a15-11e9-85f1-b469212bff5b,6dbbbdf5-4589-11e9-82b2-b469212bff5b,2019-04-10 00:53:37.315166,2019-04-10 01:49:10.648499,0.03858024690972222,16666666.666666668
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec411de-5a15-11e9-a081-b469212bff5b,6dbbbdf4-4589-11e9-a501-b469212bff5b,2019-04-10 01:49:10.648499,2019-04-10 02:20:36.297682,0.02182464332175926,4714122.956367448
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec2d95c-5a15-11e9-b03b-b469212bff5b,6dbbbdf4-4589-11e9-a501-b469212bff5b,2019-04-10 02:20:36.297682,2019-04-10 03:16:09.631015,0.03858024690972222,16666666.666666668
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec3759a-5a15-11e9-9505-b469212bff5b,6dbbbdf5-4589-11e9-82b2-b469212bff5b,2019-04-10 03:16:09.631015,2019-04-10 03:51:04.796773,0.024249603680555558,5237914.395963831
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec3c3c0-5a15-11e9-85f1-b469212bff5b,6dbbbdf5-4589-11e9-82b2-b469212bff5b,2019-04-10 03:51:04.796773,2019-04-10 04:46:38.130107,0.038580246921296295,16666666.666666668
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec411de-5a15-11e9-a081-b469212bff5b,6dbbbdf4-4589-11e9-a501-b469212bff5b,2019-04-10 04:46:38.130107,2019-04-10 05:18:03.779289,0.021824643310185188,4714122.956367448
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec2d95c-5a15-11e9-b03b-b469212bff5b,6dbbbdf4-4589-11e9-a501-b469212bff5b,2019-04-10 05:18:03.779289,2019-04-10 06:13:37.112622,0.03858024690972222,16666666.666666668
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec3759a-5a15-11e9-9505-b469212bff5b,6dbbbdf5-4589-11e9-82b2-b469212bff5b,2019-04-10 06:13:37.112622,2019-04-10 06:48:32.278381,0.024249603692129633,5237914.395963831
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec3c3c0-5a15-11e9-85f1-b469212bff5b,6dbbbdf5-4589-11e9-82b2-b469212bff5b,2019-04-10 06:48:32.278381,2019-04-10 07:44:05.611714,0.03858024690972222,16666666.666666668
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec411de-5a15-11e9-a081-b469212bff5b,6dbbbdf4-4589-11e9-a501-b469212bff5b,2019-04-10 07:44:05.611714,2019-04-10 08:15:31.260897,0.02182464332175926,4714122.956367448
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec2d95c-5a15-11e9-b03b-b469212bff5b,6dbbbdf4-4589-11e9-a501-b469212bff5b,2019-04-10 08:15:31.260897,2019-04-10 09:11:04.594230,0.03858024690972222,16666666.666666668
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec3759a-5a15-11e9-9505-b469212bff5b,6dbbbdf5-4589-11e9-82b2-b469212bff5b,2019-04-10 09:11:04.594230,2019-04-10 09:45:59.759988,0.024249603680555558,5237914.395963831
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec3c3c0-5a15-11e9-85f1-b469212bff5b,6dbbbdf5-4589-11e9-82b2-b469212bff5b,2019-04-10 09:45:59.759988,2019-04-10 10:41:33.093322,0.038580246921296295,16666666.666666668
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec411de-5a15-11e9-a081-b469212bff5b,6dbbbdf4-4589-11e9-a501-b469212bff5b,2019-04-10 10:41:33.093322,2019-04-10 11:12:58.742504,0.021824643310185188,4714122.956367448
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec2d95c-5a15-11e9-b03b-b469212bff5b,6dbbbdf4-4589-11e9-a501-b469212bff5b,2019-04-10 11:12:58.742504,2019-04-10 12:08:32.075837,0.03858024690972222,16666666.666666668
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec3759a-5a15-11e9-9505-b469212bff5b,6dbbbdf5-4589-11e9-82b2-b469212bff5b,2019-04-10 12:08:32.075837,2019-04-10 12:43:27.241596,0.024249603692129633,5237914.395963831
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec3c3c0-5a15-11e9-85f1-b469212bff5b,6dbbbdf5-4589-11e9-82b2-b469212bff5b,2019-04-10 12:43:27.241596,2019-04-10 13:39:00.574929,0.03858024690972222,16666666.666666668
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec411de-5a15-11e9-a081-b469212bff5b,6dbbbdf4-4589-11e9-a501-b469212bff5b,2019-04-10 13:39:00.574929,2019-04-10 14:10:26.224112,0.02182464332175926,4714122.956367448
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec2d95c-5a15-11e9-b03b-b469212bff5b,6dbbbdf4-4589-11e9-a501-b469212bff5b,2019-04-10 14:10:26.224112,2019-04-10 15:05:59.557445,0.03858024690972222,16666666.666666668
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec3759a-5a15-11e9-9505-b469212bff5b,6dbbbdf5-4589-11e9-82b2-b469212bff5b,2019-04-10 15:05:59.557445,2019-04-10 15:40:54.723203,0.024249603680555558,5237914.395963831
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec3c3c0-5a15-11e9-85f1-b469212bff5b,6dbbbdf5-4589-11e9-82b2-b469212bff5b,2019-04-10 15:40:54.723203,2019-04-10 16:36:28.056536,0.03858024690972222,16666666.666666668
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec411de-5a15-11e9-a081-b469212bff5b,6dbbbdf4-4589-11e9-a501-b469212bff5b,2019-04-10 16:36:28.056536,2019-04-10 17:07:53.705719,0.02182464332175926,4714122.956367448
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec2d95c-5a15-11e9-b03b-b469212bff5b,6dbbbdf4-4589-11e9-a501-b469212bff5b,2019-04-10 17:07:53.705719,2019-04-10 18:03:27.039052,0.03858024690972222,16666666.666666668
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec3759a-5a15-11e9-9505-b469212bff5b,6dbbbdf5-4589-11e9-82b2-b469212bff5b,2019-04-10 18:03:27.039052,2019-04-10 18:38:22.204811,0.024249603692129633,5237914.395963831
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec3c3c0-5a15-11e9-85f1-b469212bff5b,6dbbbdf5-4589-11e9-82b2-b469212bff5b,2019-04-10 18:38:22.204811,2019-04-10 19:33:55.538144,0.03858024690972222,16666666.666666668
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec411de-5a15-11e9-a081-b469212bff5b,6dbbbdf4-4589-11e9-a501-b469212bff5b,2019-04-10 19:33:55.538144,2019-04-10 20:05:21.187326,0.021824643310185188,4714122.956367448
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec2d95c-5a15-11e9-b03b-b469212bff5b,6dbbbdf4-4589-11e9-a501-b469212bff5b,2019-04-10 20:05:21.187326,2019-04-10 21:00:54.520660,0.038580246921296295,16666666.666666668
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec3759a-5a15-11e9-9505-b469212bff5b,6dbbbdf5-4589-11e9-82b2-b469212bff5b,2019-04-10 21:00:54.520660,2019-04-10 21:35:49.686418,0.024249603680555558,5237914.395963831
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec3c3c0-5a15-11e9-85f1-b469212bff5b,6dbbbdf5-4589-11e9-82b2-b469212bff5b,2019-04-10 21:35:49.686418,2019-04-10 22:31:23.019751,0.03858024690972222,16666666.666666668
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec411de-5a15-11e9-a081-b469212bff5b,6dbbbdf4-4589-11e9-a501-b469212bff5b,2019-04-10 22:31:23.019751,2019-04-10 23:02:48.668934,0.02182464332175926,4714122.956367448
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec2d95c-5a15-11e9-b03b-b469212bff5b,6dbbbdf4-4589-11e9-a501-b469212bff5b,2019-04-10 23:02:48.668934,2019-04-10 23:58:22.002267,0.03858024690972222,16666666.666666668
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec3759a-5a15-11e9-9505-b469212bff5b,6dbbbdf5-4589-11e9-82b2-b469212bff5b,2019-04-10 23:58:22.002267,2019-04-11 00:33:17.168025,0.024249603680555558,5237914.395963831
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec3c3c0-5a15-11e9-85f1-b469212bff5b,6dbbbdf5-4589-11e9-82b2-b469212bff5b,2019-04-11 00:33:17.168025,2019-04-11 01:28:50.501359,0.038580246921296295,16666666.666666668
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec411de-5a15-11e9-a081-b469212bff5b,6dbbbdf4-4589-11e9-a501-b469212bff5b,2019-04-11 01:28:50.501359,2019-04-11 02:00:16.150541,0.021824643310185188,4714122.956367448
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec2d95c-5a15-11e9-b03b-b469212bff5b,6dbbbdf4-4589-11e9-a501-b469212bff5b,2019-04-11 02:00:16.150541,2019-04-11 02:55:49.483875,0.038580246921296295,16666666.666666668
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec3759a-5a15-11e9-9505-b469212bff5b,6dbbbdf5-4589-11e9-82b2-b469212bff5b,2019-04-11 02:55:49.483875,2019-04-11 03:30:44.649633,0.024249603680555558,5237914.395963831
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec3c3c0-5a15-11e9-85f1-b469212bff5b,6dbbbdf5-4589-11e9-82b2-b469212bff5b,2019-04-11 03:30:44.649633,2019-04-11 04:26:17.982966,0.03858024690972222,16666666.666666668
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec411de-5a15-11e9-a081-b469212bff5b,6dbbbdf4-4589-11e9-a501-b469212bff5b,2019-04-11 04:26:17.982966,2019-04-11 04:57:43.632149,0.02182464332175926,4714122.956367448
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec2d95c-5a15-11e9-b03b-b469212bff5b,6dbbbdf4-4589-11e9-a501-b469212bff5b,2019-04-11 04:57:43.632149,2019-04-11 05:53:16.965482,0.03858024690972222,16666666.666666668
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec3759a-5a15-11e9-9505-b469212bff5b,6dbbbdf5-4589-11e9-82b2-b469212bff5b,2019-04-11 05:53:16.965482,2019-04-11 06:28:12.131240,0.024249603680555558,5237914.395963831
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec3c3c0-5a15-11e9-85f1-b469212bff5b,6dbbbdf5-4589-11e9-82b2-b469212bff5b,2019-04-11 06:28:12.131240,2019-04-11 07:23:45.464574,0.038580246921296295,16666666.666666668
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec411de-5a15-11e9-a081-b469212bff5b,6dbbbdf4-4589-11e9-a501-b469212bff5b,2019-04-11 07:23:45.464574,2019-04-11 07:55:11.113756,0.021824643310185188,4714122.956367448
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec2d95c-5a15-11e9-b03b-b469212bff5b,6dbbbdf4-4589-11e9-a501-b469212bff5b,2019-04-11 07:55:11.113756,2019-04-11 08:50:44.447089,0.03858024690972222,16666666.666666668
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec3759a-5a15-11e9-9505-b469212bff5b,6dbbbdf5-4589-11e9-82b2-b469212bff5b,2019-04-11 08:50:44.447089,2019-04-11 09:25:39.612848,0.024249603692129633,5237914.395963831
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec3c3c0-5a15-11e9-85f1-b469212bff5b,6dbbbdf5-4589-11e9-82b2-b469212bff5b,2019-04-11 09:25:39.612848,2019-04-11 10:21:12.946181,0.03858024690972222,16666666.666666668
6f1aed5a-458f-11e9-861a-b469212bff5b,6dbbbdf6-4589-11e9-95a2-b469212bff5b,aec411de-5a15-11e9-a081-b469212bff5b,6dbbbdf4-4589-11e9-a501-b469212bff5b,2019-04-11 10:21:12.946181,2019-04-11 10:52:38.595364,0.02182464332175926,4714122.956367448
