EventID,EventName
9f386e40-9756-11e9-8a4e-2079183a5c9a,loading
9f38bc2e-9756-11e9-a285-2079183a5c9a,sailing filled
9f38e326-9756-11e9-aa2c-2079183a5c9a,unloading
9f39310a-9756-11e9-80ee-2079183a5c9a,sailing empty
