SimulationID,ObjectID,EventID,ActivityID,LocationID,EventStart,EventStop,EventDuration
955d238c-9e24-11e9-a91c-2079183a5c9a,9557344a-9e24-11e9-8224-2079183a5c9a,9560ca7a-9e24-11e9-b3e0-2079183a5c9a,9557344b-9e24-11e9-8948-2079183a5c9a,95564a93-9e24-11e9-8ef0-2079183a5c9a,2000-01-01 04:33:43.671771,2000-01-01 05:23:43.671771,0.034722222222222224
955d238c-9e24-11e9-a91c-2079183a5c9a,9557344a-9e24-11e9-8224-2079183a5c9a,95611886-9e24-11e9-a5ac-2079183a5c9a,9557344b-9e24-11e9-8948-2079183a5c9a,95564a93-9e24-11e9-8ef0-2079183a5c9a,2000-01-01 05:23:43.671771,2000-01-01 05:42:09.589714,0.01279997619212963
955d238c-9e24-11e9-a91c-2079183a5c9a,9557344a-9e24-11e9-8224-2079183a5c9a,95616652-9e24-11e9-aacd-2079183a5c9a,9557344b-9e24-11e9-8948-2079183a5c9a,95564a94-9e24-11e9-9832-2079183a5c9a,2000-01-01 05:42:09.589714,2000-01-01 06:32:09.589714,0.034722222222222224
955d238c-9e24-11e9-a91c-2079183a5c9a,9557344a-9e24-11e9-8224-2079183a5c9a,95616652-9e24-11e9-aacd-2079183a5c9a,9557344b-9e24-11e9-8948-2079183a5c9a,95564a94-9e24-11e9-9832-2079183a5c9a,2000-01-01 05:42:09.589714,2000-01-01 06:32:09.589714,0.034722222222222224
955d238c-9e24-11e9-a91c-2079183a5c9a,9557344a-9e24-11e9-8224-2079183a5c9a,9560ca7a-9e24-11e9-b3e0-2079183a5c9a,9557344c-9e24-11e9-8232-2079183a5c9a,95564a94-9e24-11e9-9832-2079183a5c9a,2000-01-01 06:32:09.589714,2000-01-01 07:22:09.589714,0.034722222222222224
955d238c-9e24-11e9-a91c-2079183a5c9a,9557344a-9e24-11e9-8224-2079183a5c9a,9560ca7a-9e24-11e9-b3e0-2079183a5c9a,9557344c-9e24-11e9-8232-2079183a5c9a,95564a94-9e24-11e9-9832-2079183a5c9a,2000-01-01 06:32:09.589714,2000-01-01 07:22:09.589714,0.034722222222222224
955d238c-9e24-11e9-a91c-2079183a5c9a,9557344a-9e24-11e9-8224-2079183a5c9a,95611886-9e24-11e9-a5ac-2079183a5c9a,9557344c-9e24-11e9-8232-2079183a5c9a,95564a94-9e24-11e9-9832-2079183a5c9a,2000-01-01 07:22:09.589714,2000-01-01 07:40:35.507657,0.01279997619212963
955d238c-9e24-11e9-a91c-2079183a5c9a,9557344a-9e24-11e9-8224-2079183a5c9a,95616652-9e24-11e9-aacd-2079183a5c9a,9557344c-9e24-11e9-8232-2079183a5c9a,95564a93-9e24-11e9-8ef0-2079183a5c9a,2000-01-01 07:40:35.507657,2000-01-01 08:30:35.507657,0.034722222222222224
955d238c-9e24-11e9-a91c-2079183a5c9a,9557344a-9e24-11e9-8224-2079183a5c9a,95616652-9e24-11e9-aacd-2079183a5c9a,9557344c-9e24-11e9-8232-2079183a5c9a,95564a93-9e24-11e9-8ef0-2079183a5c9a,2000-01-01 07:40:35.507657,2000-01-01 08:30:35.507657,0.034722222222222224
955d238c-9e24-11e9-a91c-2079183a5c9a,9557344a-9e24-11e9-8224-2079183a5c9a,95618d48-9e24-11e9-a699-2079183a5c9a,9557344c-9e24-11e9-8232-2079183a5c9a,95564a93-9e24-11e9-8ef0-2079183a5c9a,2000-01-01 08:30:35.507657,2000-01-01 08:49:01.425599,0.012799976180555556
955d238c-9e24-11e9-a91c-2079183a5c9a,9557344a-9e24-11e9-8224-2079183a5c9a,9560ca7a-9e24-11e9-b3e0-2079183a5c9a,9557344c-9e24-11e9-8232-2079183a5c9a,95564a94-9e24-11e9-9832-2079183a5c9a,2000-01-01 08:49:01.425599,2000-01-01 09:39:01.425599,0.034722222222222224
955d238c-9e24-11e9-a91c-2079183a5c9a,9557344a-9e24-11e9-8224-2079183a5c9a,9560ca7a-9e24-11e9-b3e0-2079183a5c9a,9557344c-9e24-11e9-8232-2079183a5c9a,95564a94-9e24-11e9-9832-2079183a5c9a,2000-01-01 08:49:01.425599,2000-01-01 09:39:01.425599,0.034722222222222224
955d238c-9e24-11e9-a91c-2079183a5c9a,9557344a-9e24-11e9-8224-2079183a5c9a,95611886-9e24-11e9-a5ac-2079183a5c9a,9557344c-9e24-11e9-8232-2079183a5c9a,95564a94-9e24-11e9-9832-2079183a5c9a,2000-01-01 09:39:01.425599,2000-01-01 09:57:27.343542,0.01279997619212963
955d238c-9e24-11e9-a91c-2079183a5c9a,9557344a-9e24-11e9-8224-2079183a5c9a,95616652-9e24-11e9-aacd-2079183a5c9a,9557344c-9e24-11e9-8232-2079183a5c9a,95564a93-9e24-11e9-8ef0-2079183a5c9a,2000-01-01 09:57:27.343542,2000-01-01 10:47:27.343542,0.034722222222222224
955d238c-9e24-11e9-a91c-2079183a5c9a,9557344a-9e24-11e9-8224-2079183a5c9a,95616652-9e24-11e9-aacd-2079183a5c9a,9557344c-9e24-11e9-8232-2079183a5c9a,95564a93-9e24-11e9-8ef0-2079183a5c9a,2000-01-01 09:57:27.343542,2000-01-01 10:47:27.343542,0.034722222222222224
955d238c-9e24-11e9-a91c-2079183a5c9a,9557344a-9e24-11e9-8224-2079183a5c9a,95618d48-9e24-11e9-a699-2079183a5c9a,9557344c-9e24-11e9-8232-2079183a5c9a,95564a93-9e24-11e9-8ef0-2079183a5c9a,2000-01-01 10:47:27.343542,2000-01-01 11:05:53.261485,0.01279997619212963
955d238c-9e24-11e9-a91c-2079183a5c9a,9557344a-9e24-11e9-8224-2079183a5c9a,9560ca7a-9e24-11e9-b3e0-2079183a5c9a,9557344c-9e24-11e9-8232-2079183a5c9a,95564a94-9e24-11e9-9832-2079183a5c9a,2000-01-01 11:05:53.261485,2000-01-01 11:55:53.261485,0.034722222222222224
955d238c-9e24-11e9-a91c-2079183a5c9a,9557344a-9e24-11e9-8224-2079183a5c9a,9560ca7a-9e24-11e9-b3e0-2079183a5c9a,9557344c-9e24-11e9-8232-2079183a5c9a,95564a94-9e24-11e9-9832-2079183a5c9a,2000-01-01 11:05:53.261485,2000-01-01 11:55:53.261485,0.034722222222222224
955d238c-9e24-11e9-a91c-2079183a5c9a,9557344a-9e24-11e9-8224-2079183a5c9a,95611886-9e24-11e9-a5ac-2079183a5c9a,9557344c-9e24-11e9-8232-2079183a5c9a,95564a94-9e24-11e9-9832-2079183a5c9a,2000-01-01 11:55:53.261485,2000-01-01 12:14:19.179428,0.01279997619212963
955d238c-9e24-11e9-a91c-2079183a5c9a,9557344a-9e24-11e9-8224-2079183a5c9a,95616652-9e24-11e9-aacd-2079183a5c9a,9557344c-9e24-11e9-8232-2079183a5c9a,95564a93-9e24-11e9-8ef0-2079183a5c9a,2000-01-01 12:14:19.179428,2000-01-01 13:04:19.179428,0.034722222222222224
955d238c-9e24-11e9-a91c-2079183a5c9a,9557344a-9e24-11e9-8224-2079183a5c9a,95616652-9e24-11e9-aacd-2079183a5c9a,9557344c-9e24-11e9-8232-2079183a5c9a,95564a93-9e24-11e9-8ef0-2079183a5c9a,2000-01-01 12:14:19.179428,2000-01-01 13:04:19.179428,0.034722222222222224
c9d5a152-9e24-11e9-8526-2079183a5c9a,c9d026f0-9e24-11e9-93dd-2079183a5c9a,c9d8fa58-9e24-11e9-b834-2079183a5c9a,c9d026f1-9e24-11e9-b8d2-2079183a5c9a,c9cf6425-9e24-11e9-b025-2079183a5c9a,2000-01-01 00:00:00,2000-01-01 00:50:00,0.034722222222222224
c9d5a152-9e24-11e9-8526-2079183a5c9a,c9d026f0-9e24-11e9-93dd-2079183a5c9a,c9d8fa58-9e24-11e9-b834-2079183a5c9a,c9d026f1-9e24-11e9-b8d2-2079183a5c9a,c9cf6425-9e24-11e9-b025-2079183a5c9a,2000-01-01 00:00:00,2000-01-01 00:50:00,0.034722222222222224
c9d5a152-9e24-11e9-8526-2079183a5c9a,c9d026f0-9e24-11e9-93dd-2079183a5c9a,c9d94840-9e24-11e9-aec5-2079183a5c9a,c9d026f1-9e24-11e9-b8d2-2079183a5c9a,c9cf6425-9e24-11e9-b025-2079183a5c9a,2000-01-01 00:50:00,2000-01-01 01:08:25.917943,0.01279997619212963
c9d5a152-9e24-11e9-8526-2079183a5c9a,c9d026f0-9e24-11e9-93dd-2079183a5c9a,c9d99628-9e24-11e9-b6c5-2079183a5c9a,c9d026f1-9e24-11e9-b8d2-2079183a5c9a,c9cf6426-9e24-11e9-90dd-2079183a5c9a,2000-01-01 01:08:25.917943,2000-01-01 01:58:25.917943,0.034722222222222224
c9d5a152-9e24-11e9-8526-2079183a5c9a,c9d026f0-9e24-11e9-93dd-2079183a5c9a,c9d99628-9e24-11e9-b6c5-2079183a5c9a,c9d026f1-9e24-11e9-b8d2-2079183a5c9a,c9cf6426-9e24-11e9-90dd-2079183a5c9a,2000-01-01 01:08:25.917943,2000-01-01 01:58:25.917943,0.034722222222222224
c9d5a152-9e24-11e9-8526-2079183a5c9a,c9d026f0-9e24-11e9-93dd-2079183a5c9a,c9d9bd1e-9e24-11e9-8033-2079183a5c9a,c9d026f1-9e24-11e9-b8d2-2079183a5c9a,c9cf6426-9e24-11e9-90dd-2079183a5c9a,2000-01-01 01:58:25.917943,2000-01-01 02:16:51.835886,0.01279997619212963
c9d5a152-9e24-11e9-8526-2079183a5c9a,c9d026f0-9e24-11e9-93dd-2079183a5c9a,c9d8fa58-9e24-11e9-b834-2079183a5c9a,c9d026f1-9e24-11e9-b8d2-2079183a5c9a,c9cf6425-9e24-11e9-b025-2079183a5c9a,2000-01-01 02:16:51.835886,2000-01-01 03:06:51.835886,0.034722222222222224
c9d5a152-9e24-11e9-8526-2079183a5c9a,c9d026f0-9e24-11e9-93dd-2079183a5c9a,c9d8fa58-9e24-11e9-b834-2079183a5c9a,c9d026f1-9e24-11e9-b8d2-2079183a5c9a,c9cf6425-9e24-11e9-b025-2079183a5c9a,2000-01-01 02:16:51.835886,2000-01-01 03:06:51.835886,0.034722222222222224
c9d5a152-9e24-11e9-8526-2079183a5c9a,c9d026f0-9e24-11e9-93dd-2079183a5c9a,c9d94840-9e24-11e9-aec5-2079183a5c9a,c9d026f1-9e24-11e9-b8d2-2079183a5c9a,c9cf6425-9e24-11e9-b025-2079183a5c9a,2000-01-01 03:06:51.835886,2000-01-01 03:25:17.753828,0.012799976180555556
c9d5a152-9e24-11e9-8526-2079183a5c9a,c9d026f0-9e24-11e9-93dd-2079183a5c9a,c9d99628-9e24-11e9-b6c5-2079183a5c9a,c9d026f1-9e24-11e9-b8d2-2079183a5c9a,c9cf6426-9e24-11e9-90dd-2079183a5c9a,2000-01-01 03:25:17.753828,2000-01-01 04:15:17.753828,0.034722222222222224
c9d5a152-9e24-11e9-8526-2079183a5c9a,c9d026f0-9e24-11e9-93dd-2079183a5c9a,c9d99628-9e24-11e9-b6c5-2079183a5c9a,c9d026f1-9e24-11e9-b8d2-2079183a5c9a,c9cf6426-9e24-11e9-90dd-2079183a5c9a,2000-01-01 03:25:17.753828,2000-01-01 04:15:17.753828,0.034722222222222224
c9d5a152-9e24-11e9-8526-2079183a5c9a,c9d026f0-9e24-11e9-93dd-2079183a5c9a,c9d9bd1e-9e24-11e9-8033-2079183a5c9a,c9d026f1-9e24-11e9-b8d2-2079183a5c9a,c9cf6426-9e24-11e9-90dd-2079183a5c9a,2000-01-01 04:15:17.753828,2000-01-01 04:33:43.671771,0.01279997619212963
c9d5a152-9e24-11e9-8526-2079183a5c9a,c9d026f0-9e24-11e9-93dd-2079183a5c9a,c9d8fa58-9e24-11e9-b834-2079183a5c9a,c9d026f1-9e24-11e9-b8d2-2079183a5c9a,c9cf6425-9e24-11e9-b025-2079183a5c9a,2000-01-01 04:33:43.671771,2000-01-01 05:23:43.671771,0.034722222222222224
c9d5a152-9e24-11e9-8526-2079183a5c9a,c9d026f0-9e24-11e9-93dd-2079183a5c9a,c9d8fa58-9e24-11e9-b834-2079183a5c9a,c9d026f1-9e24-11e9-b8d2-2079183a5c9a,c9cf6425-9e24-11e9-b025-2079183a5c9a,2000-01-01 04:33:43.671771,2000-01-01 05:23:43.671771,0.034722222222222224
c9d5a152-9e24-11e9-8526-2079183a5c9a,c9d026f0-9e24-11e9-93dd-2079183a5c9a,c9d94840-9e24-11e9-aec5-2079183a5c9a,c9d026f1-9e24-11e9-b8d2-2079183a5c9a,c9cf6425-9e24-11e9-b025-2079183a5c9a,2000-01-01 05:23:43.671771,2000-01-01 05:42:09.589714,0.01279997619212963
c9d5a152-9e24-11e9-8526-2079183a5c9a,c9d026f0-9e24-11e9-93dd-2079183a5c9a,c9d99628-9e24-11e9-b6c5-2079183a5c9a,c9d026f1-9e24-11e9-b8d2-2079183a5c9a,c9cf6426-9e24-11e9-90dd-2079183a5c9a,2000-01-01 05:42:09.589714,2000-01-01 06:32:09.589714,0.034722222222222224
c9d5a152-9e24-11e9-8526-2079183a5c9a,c9d026f0-9e24-11e9-93dd-2079183a5c9a,c9d99628-9e24-11e9-b6c5-2079183a5c9a,c9d026f1-9e24-11e9-b8d2-2079183a5c9a,c9cf6426-9e24-11e9-90dd-2079183a5c9a,2000-01-01 05:42:09.589714,2000-01-01 06:32:09.589714,0.034722222222222224
c9d5a152-9e24-11e9-8526-2079183a5c9a,c9d026f0-9e24-11e9-93dd-2079183a5c9a,c9d8fa58-9e24-11e9-b834-2079183a5c9a,c9d026f2-9e24-11e9-9c9c-2079183a5c9a,c9cf6426-9e24-11e9-90dd-2079183a5c9a,2000-01-01 06:32:09.589714,2000-01-01 07:22:09.589714,0.034722222222222224
c9d5a152-9e24-11e9-8526-2079183a5c9a,c9d026f0-9e24-11e9-93dd-2079183a5c9a,c9d8fa58-9e24-11e9-b834-2079183a5c9a,c9d026f2-9e24-11e9-9c9c-2079183a5c9a,c9cf6426-9e24-11e9-90dd-2079183a5c9a,2000-01-01 06:32:09.589714,2000-01-01 07:22:09.589714,0.034722222222222224
c9d5a152-9e24-11e9-8526-2079183a5c9a,c9d026f0-9e24-11e9-93dd-2079183a5c9a,c9d94840-9e24-11e9-aec5-2079183a5c9a,c9d026f2-9e24-11e9-9c9c-2079183a5c9a,c9cf6426-9e24-11e9-90dd-2079183a5c9a,2000-01-01 07:22:09.589714,2000-01-01 07:40:35.507657,0.01279997619212963
c9d5a152-9e24-11e9-8526-2079183a5c9a,c9d026f0-9e24-11e9-93dd-2079183a5c9a,c9d99628-9e24-11e9-b6c5-2079183a5c9a,c9d026f2-9e24-11e9-9c9c-2079183a5c9a,c9cf6425-9e24-11e9-b025-2079183a5c9a,2000-01-01 07:40:35.507657,2000-01-01 08:30:35.507657,0.034722222222222224
c9d5a152-9e24-11e9-8526-2079183a5c9a,c9d026f0-9e24-11e9-93dd-2079183a5c9a,c9d99628-9e24-11e9-b6c5-2079183a5c9a,c9d026f2-9e24-11e9-9c9c-2079183a5c9a,c9cf6425-9e24-11e9-b025-2079183a5c9a,2000-01-01 07:40:35.507657,2000-01-01 08:30:35.507657,0.034722222222222224
c9d5a152-9e24-11e9-8526-2079183a5c9a,c9d026f0-9e24-11e9-93dd-2079183a5c9a,c9d9bd1e-9e24-11e9-8033-2079183a5c9a,c9d026f2-9e24-11e9-9c9c-2079183a5c9a,c9cf6425-9e24-11e9-b025-2079183a5c9a,2000-01-01 08:30:35.507657,2000-01-01 08:49:01.425599,0.012799976180555556
c9d5a152-9e24-11e9-8526-2079183a5c9a,c9d026f0-9e24-11e9-93dd-2079183a5c9a,c9d8fa58-9e24-11e9-b834-2079183a5c9a,c9d026f2-9e24-11e9-9c9c-2079183a5c9a,c9cf6426-9e24-11e9-90dd-2079183a5c9a,2000-01-01 08:49:01.425599,2000-01-01 09:39:01.425599,0.034722222222222224
c9d5a152-9e24-11e9-8526-2079183a5c9a,c9d026f0-9e24-11e9-93dd-2079183a5c9a,c9d8fa58-9e24-11e9-b834-2079183a5c9a,c9d026f2-9e24-11e9-9c9c-2079183a5c9a,c9cf6426-9e24-11e9-90dd-2079183a5c9a,2000-01-01 08:49:01.425599,2000-01-01 09:39:01.425599,0.034722222222222224
c9d5a152-9e24-11e9-8526-2079183a5c9a,c9d026f0-9e24-11e9-93dd-2079183a5c9a,c9d94840-9e24-11e9-aec5-2079183a5c9a,c9d026f2-9e24-11e9-9c9c-2079183a5c9a,c9cf6426-9e24-11e9-90dd-2079183a5c9a,2000-01-01 09:39:01.425599,2000-01-01 09:57:27.343542,0.01279997619212963
c9d5a152-9e24-11e9-8526-2079183a5c9a,c9d026f0-9e24-11e9-93dd-2079183a5c9a,c9d99628-9e24-11e9-b6c5-2079183a5c9a,c9d026f2-9e24-11e9-9c9c-2079183a5c9a,c9cf6425-9e24-11e9-b025-2079183a5c9a,2000-01-01 09:57:27.343542,2000-01-01 10:47:27.343542,0.034722222222222224
c9d5a152-9e24-11e9-8526-2079183a5c9a,c9d026f0-9e24-11e9-93dd-2079183a5c9a,c9d99628-9e24-11e9-b6c5-2079183a5c9a,c9d026f2-9e24-11e9-9c9c-2079183a5c9a,c9cf6425-9e24-11e9-b025-2079183a5c9a,2000-01-01 09:57:27.343542,2000-01-01 10:47:27.343542,0.034722222222222224
c9d5a152-9e24-11e9-8526-2079183a5c9a,c9d026f0-9e24-11e9-93dd-2079183a5c9a,c9d9bd1e-9e24-11e9-8033-2079183a5c9a,c9d026f2-9e24-11e9-9c9c-2079183a5c9a,c9cf6425-9e24-11e9-b025-2079183a5c9a,2000-01-01 10:47:27.343542,2000-01-01 11:05:53.261485,0.01279997619212963
c9d5a152-9e24-11e9-8526-2079183a5c9a,c9d026f0-9e24-11e9-93dd-2079183a5c9a,c9d8fa58-9e24-11e9-b834-2079183a5c9a,c9d026f2-9e24-11e9-9c9c-2079183a5c9a,c9cf6426-9e24-11e9-90dd-2079183a5c9a,2000-01-01 11:05:53.261485,2000-01-01 11:55:53.261485,0.034722222222222224
c9d5a152-9e24-11e9-8526-2079183a5c9a,c9d026f0-9e24-11e9-93dd-2079183a5c9a,c9d8fa58-9e24-11e9-b834-2079183a5c9a,c9d026f2-9e24-11e9-9c9c-2079183a5c9a,c9cf6426-9e24-11e9-90dd-2079183a5c9a,2000-01-01 11:05:53.261485,2000-01-01 11:55:53.261485,0.034722222222222224
c9d5a152-9e24-11e9-8526-2079183a5c9a,c9d026f0-9e24-11e9-93dd-2079183a5c9a,c9d94840-9e24-11e9-aec5-2079183a5c9a,c9d026f2-9e24-11e9-9c9c-2079183a5c9a,c9cf6426-9e24-11e9-90dd-2079183a5c9a,2000-01-01 11:55:53.261485,2000-01-01 12:14:19.179428,0.01279997619212963
c9d5a152-9e24-11e9-8526-2079183a5c9a,c9d026f0-9e24-11e9-93dd-2079183a5c9a,c9d99628-9e24-11e9-b6c5-2079183a5c9a,c9d026f2-9e24-11e9-9c9c-2079183a5c9a,c9cf6425-9e24-11e9-b025-2079183a5c9a,2000-01-01 12:14:19.179428,2000-01-01 13:04:19.179428,0.034722222222222224
c9d5a152-9e24-11e9-8526-2079183a5c9a,c9d026f0-9e24-11e9-93dd-2079183a5c9a,c9d99628-9e24-11e9-b6c5-2079183a5c9a,c9d026f2-9e24-11e9-9c9c-2079183a5c9a,c9cf6425-9e24-11e9-b025-2079183a5c9a,2000-01-01 12:14:19.179428,2000-01-01 13:04:19.179428,0.034722222222222224
